epoch,accuracy,loss,val_accuracy,val_loss
0,0.2632978856563568,2.087223529815674,0.46875,1.48717200756073
1,0.4202127754688263,1.6453511714935303,0.5052083134651184,1.2818950414657593
2,0.46675533056259155,1.5082944631576538,0.5520833134651184,1.120958924293518
3,0.5252659320831299,1.3382186889648438,0.59375,1.0636783838272095
4,0.5651595592498779,1.2169157266616821,0.6458333134651184,0.9417069554328918
5,0.5744680762290955,1.2081024646759033,0.6510416865348816,0.9037894606590271
6,0.5944148898124695,1.119779348373413,0.6614583134651184,0.9161911010742188
7,0.5989583134651184,1.132731318473816,0.6614583134651184,0.857872724533081
8,0.6289893388748169,1.0535547733306885,0.6927083134651184,0.8198028206825256
9,0.644946813583374,1.0163344144821167,0.7291666865348816,0.7171953320503235
10,0.6640625,0.9499621987342834,0.6979166865348816,0.7095404267311096
11,0.6382978558540344,0.9642724990844727,0.7395833134651184,0.6793770790100098
12,0.686170220375061,0.9288740754127502,0.7395833134651184,0.6869187951087952
13,0.6808510422706604,0.8559855818748474,0.7760416865348816,0.6033079028129578
14,0.6702127456665039,0.8952138423919678,0.765625,0.6274089813232422
15,0.6928191781044006,0.8632262349128723,0.8177083134651184,0.5681964755058289
16,0.6954787373542786,0.8284294605255127,0.8177083134651184,0.5490379929542542
17,0.7167553305625916,0.8177483081817627,0.8229166865348816,0.5350549221038818
18,0.7180851101875305,0.7979447245597839,0.8385416865348816,0.5090023875236511
19,0.6994680762290955,0.7940004467964172,0.8072916865348816,0.5140235424041748
20,0.7313829660415649,0.770785391330719,0.8802083134651184,0.47612524032592773
21,0.7539893388748169,0.730201005935669,0.8541666865348816,0.47137388586997986
22,0.7260638475418091,0.7635482549667358,0.8697916865348816,0.4470042884349823
23,0.7367021441459656,0.7323824167251587,0.8020833134651184,0.5073348879814148
24,0.7553191781044006,0.7135229110717773,0.8541666865348816,0.4457423985004425
25,0.7380319237709045,0.756430983543396,0.8489583134651184,0.42033788561820984
26,0.7380319237709045,0.733862042427063,0.8645833134651184,0.43205726146698
27,0.727393627166748,0.7245532274246216,0.8541666865348816,0.4344188868999481
28,0.7380319237709045,0.7221803665161133,0.84375,0.4347286522388458
29,0.7659574747085571,0.6690418124198914,0.859375,0.4218529164791107
30,0.7380319237709045,0.717616617679596,0.8333333134651184,0.4691941440105438
31,0.7646276354789734,0.678772509098053,0.859375,0.41065847873687744
32,0.7832446694374084,0.6638126969337463,0.859375,0.4067401885986328
33,0.7539893388748169,0.6658176183700562,0.8697916865348816,0.40995362401008606
34,0.791223406791687,0.6381378173828125,0.9010416865348816,0.38829243183135986
35,0.7752659320831299,0.6093015670776367,0.859375,0.41763678193092346
36,0.7779255509376526,0.6290220022201538,0.8802083134651184,0.392846018075943
37,0.769946813583374,0.6340383887290955,0.9010416865348816,0.35581889748573303
38,0.7978723645210266,0.602904200553894,0.9114583134651184,0.3463400602340698
39,0.8031914830207825,0.6086111664772034,0.8802083134651184,0.36345794796943665
40,0.8045212626457214,0.5840493440628052,0.875,0.3889313042163849
41,0.811170220375061,0.5425581932067871,0.8854166865348816,0.37182655930519104
42,0.813829779624939,0.5713823437690735,0.8802083134651184,0.3567246198654175
43,0.8058510422706604,0.5795548558235168,0.890625,0.35210761427879333
44,0.7859042286872864,0.5738415718078613,0.9114583134651184,0.3203337490558624
45,0.813829779624939,0.5485869646072388,0.90625,0.30787113308906555
46,0.7832446694374084,0.6003409624099731,0.921875,0.29924190044403076
47,0.7885638475418091,0.5721858143806458,0.890625,0.34007036685943604
48,0.8018617033958435,0.5545264482498169,0.890625,0.3511892557144165
49,0.8151595592498779,0.5371181964874268,0.890625,0.35319387912750244
50,0.8164893388748169,0.530839204788208,0.875,0.3570699989795685
51,0.8005319237709045,0.5526303052902222,0.8854166865348816,0.3411320745944977
52,0.7978723645210266,0.56935054063797,0.9010416865348816,0.2974585294723511
53,0.8098404407501221,0.5378358960151672,0.9322916865348816,0.2706622779369354
54,0.833776593208313,0.46131962537765503,0.8958333134651184,0.28385427594184875
55,0.8311170339584351,0.4931197166442871,0.8854166865348816,0.3075127601623535
56,0.832446813583374,0.48677870631217957,0.9166666865348816,0.29223862290382385
57,0.8178191781044006,0.5088301301002502,0.90625,0.30481693148612976
58,0.8218085169792175,0.5130683183670044,0.8958333134651184,0.30755814909935
59,0.8204787373542786,0.4902847409248352,0.9010416865348816,0.32091283798217773
60,0.8257978558540344,0.47104984521865845,0.90625,0.268965482711792
61,0.8364361524581909,0.47970178723335266,0.9322916865348816,0.25719210505485535
62,0.8191489577293396,0.47188273072242737,0.921875,0.2822780907154083
63,0.8497340679168701,0.4354735016822815,0.90625,0.265529990196228
64,0.8284574747085571,0.4764989912509918,0.9270833134651184,0.2679537832736969
65,0.8643617033958435,0.41422656178474426,0.9270833134651184,0.25357910990715027
66,0.8364361524581909,0.46225136518478394,0.9427083134651184,0.23886613547801971
67,0.8617021441459656,0.4242404103279114,0.9375,0.22285233438014984
68,0.8390957713127136,0.4620196223258972,0.921875,0.2382497787475586
69,0.8244680762290955,0.4685218036174774,0.9322916865348816,0.23539507389068604
70,0.8470744490623474,0.4329138398170471,0.921875,0.22944575548171997
71,0.8484042286872864,0.4600207209587097,0.9166666865348816,0.24371075630187988
72,0.8563829660415649,0.4335496723651886,0.921875,0.2221825271844864
73,0.8630319237709045,0.3992520272731781,0.9322916865348816,0.22613763809204102
74,0.8603723645210266,0.42773929238319397,0.9427083134651184,0.1874556541442871
75,0.8656914830207825,0.39781537652015686,0.9427083134651184,0.20273452997207642
76,0.8789893388748169,0.3548092544078827,0.9270833134651184,0.21583271026611328
77,0.8643617033958435,0.4117947816848755,0.9322916865348816,0.21421273052692413
78,0.8590425252914429,0.4160328805446625,0.9322916865348816,0.21501977741718292
79,0.8723958134651184,0.3936978578567505,0.9166666865348816,0.22012512385845184
80,0.855053186416626,0.42158764600753784,0.9114583134651184,0.23237824440002441
81,0.8502604365348816,0.41207659244537354,0.9114583134651184,0.2337295413017273
82,0.8510638475418091,0.4190935492515564,0.9322916865348816,0.20540857315063477
83,0.873670220375061,0.38091611862182617,0.9166666865348816,0.21977472305297852
84,0.8656914830207825,0.41162022948265076,0.921875,0.22033505141735077
85,0.8856382966041565,0.3695887327194214,0.9114583134651184,0.22786450386047363
86,0.8723404407501221,0.36546221375465393,0.9270833134651184,0.19790299236774445
87,0.8803191781044006,0.36028626561164856,0.9375,0.1921883374452591
88,0.8577127456665039,0.3963029384613037,0.9322916865348816,0.19333712756633759
89,0.8869680762290955,0.36010608077049255,0.921875,0.19342529773712158
90,0.8696808218955994,0.36901262402534485,0.9322916865348816,0.20762939751148224
91,0.8723404407501221,0.361127108335495,0.9375,0.1948860138654709
92,0.8776595592498779,0.34848979115486145,0.9114583134651184,0.18019801378250122
93,0.896276593208313,0.32852837443351746,0.9427083134651184,0.17852401733398438
94,0.8869680762290955,0.34039872884750366,0.9375,0.17391707003116608
95,0.8656914830207825,0.37172606587409973,0.9166666865348816,0.19054102897644043
96,0.8710106611251831,0.3731399178504944,0.9479166865348816,0.1655256599187851
97,0.8829787373542786,0.3605949580669403,0.9427083134651184,0.19150032103061676
98,0.8829787373542786,0.33805233240127563,0.9375,0.17591769993305206
99,0.9002659320831299,0.3244648873806,0.9427083134651184,0.17040091753005981
100,0.8909574747085571,0.3613872528076172,0.9427083134651184,0.17122352123260498
101,0.890625,0.3076266944408417,0.9375,0.17052912712097168
102,0.8643617033958435,0.3803878128528595,0.9270833134651184,0.2129233032464981
103,0.8843085169792175,0.32974815368652344,0.9375,0.17083917558193207
104,0.8843085169792175,0.34607911109924316,0.9270833134651184,0.17960794270038605
105,0.8856382966041565,0.3220821022987366,0.9114583134651184,0.20508073270320892
106,0.873670220375061,0.36691758036613464,0.9479166865348816,0.1570202261209488
107,0.9069148898124695,0.28518813848495483,0.9375,0.16423732042312622
108,0.8896276354789734,0.32269176840782166,0.9479166865348816,0.14763517677783966
109,0.8856382966041565,0.3546999990940094,0.921875,0.1741875410079956
110,0.8856382966041565,0.33207598328590393,0.9270833134651184,0.17621387541294098
111,0.8829787373542786,0.32038673758506775,0.9427083134651184,0.15417920053005219
112,0.8882978558540344,0.3265090584754944,0.9479166865348816,0.15574339032173157
113,0.9029255509376526,0.29630255699157715,0.9375,0.15613897144794464
114,0.8882978558540344,0.32881778478622437,0.9583333134651184,0.15538574755191803
115,0.8829787373542786,0.34995025396347046,0.9583333134651184,0.13519686460494995
116,0.88671875,0.3123311698436737,0.9479166865348816,0.1546829789876938
117,0.9002659320831299,0.3006197214126587,0.9427083134651184,0.13840065896511078
118,0.8882978558540344,0.3478119969367981,0.9479166865348816,0.16335034370422363
119,0.8922872543334961,0.3102209270000458,0.9375,0.1747465580701828
120,0.897606372833252,0.28921669721603394,0.953125,0.16960358619689941
121,0.8803191781044006,0.32122984528541565,0.953125,0.1572583168745041
122,0.9015957713127136,0.28079113364219666,0.953125,0.1419443041086197
123,0.897606372833252,0.2984403073787689,0.9479166865348816,0.15230180323123932
124,0.896276593208313,0.29747459292411804,0.9479166865348816,0.14252415299415588
125,0.9135638475418091,0.2877139151096344,0.9635416865348816,0.12405017018318176
126,0.9042553305625916,0.2716743052005768,0.9583333134651184,0.13264460861682892
127,0.9055851101875305,0.29527100920677185,0.9635416865348816,0.13611789047718048
128,0.8909574747085571,0.2780033349990845,0.96875,0.1317942589521408
129,0.9082446694374084,0.27637624740600586,0.9427083134651184,0.15813353657722473
130,0.897606372833252,0.2609652280807495,0.953125,0.13347028195858002
131,0.917553186416626,0.2680472135543823,0.953125,0.12093120813369751
132,0.9215425252914429,0.2586088478565216,0.96875,0.12495887279510498
133,0.914893627166748,0.25837111473083496,0.96875,0.1256406158208847
134,0.8816489577293396,0.33219513297080994,0.9479166865348816,0.14496195316314697
135,0.894946813583374,0.29897329211235046,0.9791666865348816,0.10911620408296585
136,0.9015957713127136,0.2913917005062103,0.9427083134651184,0.16438190639019012
137,0.9242021441459656,0.24276654422283173,0.9583333134651184,0.12954126298427582
138,0.9042553305625916,0.287027508020401,0.953125,0.1319335252046585
139,0.9114583134651184,0.2691240906715393,0.96875,0.1311691254377365
140,0.9015957713127136,0.2930775582790375,0.96875,0.12802046537399292
141,0.9002659320831299,0.28358083963394165,0.9479166865348816,0.12832044064998627
142,0.9215425252914429,0.24797388911247253,0.96875,0.13652874529361725
143,0.9082446694374084,0.25841400027275085,0.9583333134651184,0.14051999151706696
144,0.8922872543334961,0.2908288240432739,0.984375,0.11690881848335266
145,0.9055851101875305,0.26168927550315857,0.9635416865348816,0.151776522397995
146,0.9002659320831299,0.26578977704048157,0.9791666865348816,0.1205519437789917
147,0.9055851101875305,0.2710573077201843,0.96875,0.11661677807569504
148,0.9215425252914429,0.24699418246746063,0.96875,0.11896555870771408
149,0.936170220375061,0.20097655057907104,0.9635416865348816,0.10907357931137085
150,0.9188829660415649,0.2520523965358734,0.9739583134651184,0.11543617397546768
151,0.9095744490623474,0.25416094064712524,0.9791666865348816,0.09784356504678726
152,0.9281914830207825,0.230954110622406,0.96875,0.12138106673955917
153,0.9215425252914429,0.24827474355697632,0.96875,0.12507207691669464
154,0.9308510422706604,0.2131030112504959,0.9791666865348816,0.10540056228637695
155,0.9348404407501221,0.21426936984062195,0.9739583134651184,0.11712449789047241
156,0.917553186416626,0.2127440869808197,0.96875,0.10751130431890488
157,0.9202127456665039,0.23311032354831696,0.9583333134651184,0.1174992099404335
158,0.9255319237709045,0.22145766019821167,0.9739583134651184,0.10632023215293884
159,0.9242021441459656,0.22475485503673553,0.9583333134651184,0.12946125864982605
160,0.9202127456665039,0.2339870035648346,0.9583333134651184,0.12375842779874802
161,0.9202127456665039,0.23147819936275482,0.9791666865348816,0.1097341850399971
162,0.9335106611251831,0.2032790631055832,0.9791666865348816,0.10490641742944717
163,0.9321808218955994,0.19088830053806305,0.9895833134651184,0.08438076823949814
164,0.936170220375061,0.23034952580928802,0.984375,0.10113782435655594
165,0.9202127456665039,0.25780585408210754,0.9739583134651184,0.13113103806972504
166,0.9215425252914429,0.22046008706092834,0.9791666865348816,0.13443268835544586
167,0.9335106611251831,0.20072153210639954,0.9791666865348816,0.12892666459083557
168,0.9242021441459656,0.2184370458126068,0.9791666865348816,0.12133245915174484
169,0.9228723645210266,0.24507836997509003,0.9791666865348816,0.11409521102905273
170,0.916223406791687,0.22959859669208527,0.9739583134651184,0.10851006954908371
171,0.9055851101875305,0.26309654116630554,0.9791666865348816,0.134698748588562
172,0.9414893388748169,0.18361254036426544,0.9739583134651184,0.09372842311859131
173,0.9268617033958435,0.19948843121528625,0.96875,0.12168792635202408
174,0.9188829660415649,0.2305566966533661,0.9791666865348816,0.08911243826150894
175,0.936170220375061,0.1926368921995163,0.9583333134651184,0.09882772713899612
176,0.9335106611251831,0.2222701907157898,0.9635416865348816,0.1021929681301117
177,0.9228723645210266,0.21235674619674683,0.9583333134651184,0.10512929409742355
178,0.917553186416626,0.21813952922821045,0.9583333134651184,0.11188105493783951
179,0.9321808218955994,0.21083718538284302,0.9739583134651184,0.10113085061311722
180,0.9268617033958435,0.2087937444448471,0.96875,0.11402961611747742
181,0.9335106611251831,0.20212940871715546,0.9427083134651184,0.1249326542019844
182,0.9295212626457214,0.20661669969558716,0.9583333134651184,0.10511904209852219
183,0.9428191781044006,0.1965816617012024,0.9583333134651184,0.12379002571105957
184,0.9268617033958435,0.20004823803901672,0.9739583134651184,0.09512787312269211
185,0.9242021441459656,0.21831735968589783,0.96875,0.10078606009483337
186,0.9295212626457214,0.20741598308086395,0.9635416865348816,0.09190201759338379
187,0.9242021441459656,0.23281382024288177,0.9791666865348816,0.10075732320547104
188,0.9228723645210266,0.20541943609714508,0.9739583134651184,0.08715525269508362
189,0.9441489577293396,0.18758399784564972,0.9791666865348816,0.09350746870040894
190,0.9375,0.18644171953201294,0.9791666865348816,0.10436287522315979
191,0.9335106611251831,0.19823360443115234,0.953125,0.1131536066532135
192,0.9321808218955994,0.19436226785182953,0.9583333134651184,0.12707559764385223
193,0.9414893388748169,0.18587270379066467,0.9739583134651184,0.107979416847229
194,0.9441489577293396,0.18820878863334656,0.96875,0.12293664366006851
195,0.936170220375061,0.202072873711586,0.96875,0.140654519200325
196,0.936170220375061,0.19082292914390564,0.96875,0.12355800718069077
197,0.9468085169792175,0.18771691620349884,0.9635416865348816,0.11591952294111252
198,0.9428191781044006,0.19629508256912231,0.984375,0.09874310344457626
199,0.9441489577293396,0.1922953724861145,0.96875,0.1216680109500885
