,accuracy,loss,val_accuracy,val_loss
0,0.24250903725624084,2.3999557495117188,0.2826544940471649,1.8576183319091797
1,0.32348141074180603,1.7315330505371094,0.3500702381134033,1.6652443408966064
2,0.362131267786026,1.6389293670654297,0.30828651785850525,1.7200273275375366
3,0.3911624252796173,1.57711923122406,0.3772822916507721,1.5836964845657349
4,0.40043139457702637,1.545693278312683,0.3908005654811859,1.6030364036560059
5,0.41407251358032227,1.50831937789917,0.3978230357170105,1.5650498867034912
6,0.43261048197746277,1.4748059511184692,0.38992273807525635,1.5736697912216187
7,0.4429870545864105,1.45595383644104,0.40414324402809143,1.5476057529449463
8,0.459688663482666,1.3966684341430664,0.4001053273677826,1.5490292310714722
9,0.47563251852989197,1.3646312952041626,0.39501404762268066,1.5853753089904785
10,0.4914305806159973,1.335308313369751,0.4064255654811859,1.5691105127334595
11,0.506645679473877,1.2946531772613525,0.40941011905670166,1.5701837539672852
12,0.5240177512168884,1.2515679597854614,0.4036165773868561,1.5908489227294922
13,0.5361431837081909,1.22129487991333,0.408707857131958,1.655292272567749
14,0.5519995093345642,1.1806070804595947,0.4125702381134033,1.6839702129364014
15,0.5559636354446411,1.1739791631698608,0.40572330355644226,1.637540340423584
16,0.5862772464752197,1.1033614873886108,0.40923455357551575,1.7475777864456177
17,0.5964206457138062,1.072817325592041,0.3976474702358246,1.8037915229797363
18,0.6247522234916687,1.0094034671783447,0.4073033630847931,1.7778193950653076
19,0.6442812085151672,0.9639623761177063,0.4066011309623718,1.8639143705368042
20,0.6575142741203308,0.9299606084823608,0.378686785697937,1.9894322156906128
21,0.6763437390327454,0.8658865094184875,0.39343398809432983,1.9054791927337646
22,0.6871866583824158,0.840346097946167,0.3992275297641754,1.9037734270095825
23,0.6959309577941895,0.8186458945274353,0.3909761309623718,1.8483521938323975
24,0.7090474367141724,0.7781164050102234,0.3897472023963928,2.023026466369629
25,0.7261280417442322,0.7566531300544739,0.3871137499809265,2.322852611541748
26,0.7603474259376526,0.6597546935081482,0.3964185416698456,2.594181776046753
27,0.7955579161643982,0.5662170052528381,0.3830758333206177,2.654402256011963
28,0.8121138215065002,0.515568733215332,0.3939606845378876,2.4791531562805176
29,0.8279701471328735,0.47053834795951843,0.3883427083492279,3.035123348236084
30,0.8414946794509888,0.426241934299469,0.39378511905670166,2.836538076400757
31,0.8672612905502319,0.37037450075149536,0.3939606845378876,3.2923214435577393
32,0.8824763894081116,0.3275127410888672,0.3909761309623718,3.5555429458618164
33,0.8883059620857239,0.3047298789024353,0.3846558928489685,3.8962607383728027
34,0.9055613875389099,0.2643581032752991,0.39747190475463867,3.9494595527648926
