,loss,accuracy,val_loss,val_accuracy
54,0.06445659697055817,0.9847328066825867,0.21835215389728546,0.953125
55,0.12062511593103409,0.9694656729698181,0.25555458664894104,0.9635416865348816
56,0.2419586330652237,0.9293892979621887,0.4365440309047699,0.9375
57,0.34293654561042786,0.9122137427330017,0.4416474997997284,0.9375
58,0.38101834058761597,0.9103053212165833,0.3462497293949127,0.9322916865348816
59,0.15118901431560516,0.9408397078514099,0.3860153257846832,0.9322916865348816
60,0.3169120252132416,0.9217557311058044,0.20549143850803375,0.9583333134651184
61,0.15589825809001923,0.9503816962242126,0.2656881511211395,0.9791666865348816
62,0.10346176475286484,0.9675572514533997,0.38091835379600525,0.9166666865348816
63,0.19698551297187805,0.9427480697631836,0.21181054413318634,0.9635416865348816
64,0.30082789063453674,0.9312977194786072,0.37147071957588196,0.9375
65,0.36891254782676697,0.9131944179534912,0.437976598739624,0.9166666865348816
66,0.2631378471851349,0.9408397078514099,0.31881213188171387,0.953125
67,0.21473874151706696,0.9465649127960205,0.38835760951042175,0.9322916865348816
68,0.09843254834413528,0.9580152630805969,0.24038703739643097,0.9583333134651184
69,0.09065595269203186,0.9713740348815918,0.2186226099729538,0.9791666865348816
70,0.08568362146615982,0.9722222089767456,0.18683560192584991,0.984375
71,0.10118906199932098,0.9675572514533997,0.21910829842090607,0.9791666865348816
72,0.06231675669550896,0.9847328066825867,0.21800869703292847,0.9739583134651184
73,0.03560502827167511,0.9878472089767456,0.20676946640014648,0.9739583134651184
74,0.06021250784397125,0.9826388955116272,0.24809794127941132,0.96875
75,0.02316475845873356,0.9885495901107788,0.2666337192058563,0.9739583134651184
76,0.030194612219929695,0.9885495901107788,0.25052547454833984,0.96875
77,0.07281313836574554,0.9732824563980103,0.2939108908176422,0.9479166865348816
78,0.05459001287817955,0.9866412281990051,0.23613645136356354,0.9791666865348816
79,0.08970239013433456,0.9751908183097839,0.22615759074687958,0.9739583134651184
80,0.09339316934347153,0.9885495901107788,0.21789276599884033,0.9739583134651184
81,0.045580215752124786,0.982824444770813,0.09915278106927872,0.9739583134651184
82,0.09027726203203201,0.9732824563980103,0.26161375641822815,0.96875
83,0.060941215604543686,0.982824444770813,0.3379085063934326,0.9583333134651184
84,0.09545806795358658,0.9713740348815918,0.321461021900177,0.9739583134651184
85,0.11537472158670425,0.9732824563980103,0.36365437507629395,0.9375
86,0.16303546726703644,0.9656488299369812,0.26734545826911926,0.9739583134651184
87,0.16471831500530243,0.9599236845970154,0.31024375557899475,0.9583333134651184
88,0.1444440484046936,0.9618320465087891,0.3869573771953583,0.9583333134651184
89,0.12402030825614929,0.9694656729698181,0.2926327884197235,0.96875
90,0.090583935379982,0.9732824563980103,0.37778404355049133,0.953125
91,0.14306440949440002,0.9565972089767456,0.23154236376285553,0.96875
92,0.03969890996813774,0.9885495901107788,0.2181938737630844,0.9791666865348816
93,0.04986698552966118,0.982824444770813,0.26085999608039856,0.9791666865348816
94,0.02133510634303093,0.9942747950553894,0.26017722487449646,0.9739583134651184
95,0.061645492911338806,0.9847328066825867,0.23792652785778046,0.96875
96,0.015861567109823227,0.9947916865348816,0.23867644369602203,0.984375
97,0.0241023488342762,0.9942747950553894,0.2636016607284546,0.9635416865348816
98,0.024975208565592766,0.9866412281990051,0.2840186655521393,0.96875
99,0.02396245487034321,0.9923664331436157,0.27226945757865906,0.9739583134651184
100,0.028623780235648155,0.9885495901107788,0.22481031715869904,0.9739583134651184
101,0.01935424469411373,0.9942747950553894,0.34013915061950684,0.9583333134651184
102,0.01225725281983614,0.9942747950553894,0.37369632720947266,0.9635416865348816
103,0.0057596624828875065,0.9980915784835815,0.3751591444015503,0.9739583134651184
104,0.08859831839799881,0.982824444770813,0.41005897521972656,0.9583333134651184
105,0.09992847591638565,0.9751908183097839,0.4119592607021332,0.9583333134651184
106,0.2224379926919937,0.9600694179534912,0.2619670331478119,0.9635416865348816
107,0.08630093187093735,0.9675572514533997,0.2875919044017792,0.96875
108,0.044817131012678146,0.9866412281990051,0.2929348349571228,0.9739583134651184
109,0.039531730115413666,0.9885495901107788,0.39077338576316833,0.96875
110,0.06690051406621933,0.9790076613426208,0.3521246612071991,0.96875
111,0.07719691842794418,0.9809160232543945,0.35216471552848816,0.984375
112,0.019900035113096237,0.9913194179534912,0.4377000331878662,0.96875
113,0.04955890774726868,0.982824444770813,0.44990095496177673,0.9739583134651184
114,0.02920217625796795,0.9895833134651184,0.4108105003833771,0.9791666865348816
115,0.05352286249399185,0.9885495901107788,0.50614994764328,0.953125
116,0.03720495104789734,0.9904580116271973,0.31893375515937805,0.9583333134651184
117,0.082179956138134,0.9790076613426208,0.4307197332382202,0.953125
118,0.06258762627840042,0.9847328066825867,0.39382246136665344,0.9583333134651184
119,0.04652747884392738,0.9866412281990051,0.40760576725006104,0.9635416865348816
120,0.13005827367305756,0.9732824563980103,0.26615920662879944,0.9583333134651184
