,loss,accuracy,val_loss,val_accuracy
0,4.6789870262146,0.3263888955116272,4.351631164550781,0.2864583432674408
1,2.633035659790039,0.4465648829936981,1.5542587041854858,0.65625
2,1.7675681114196777,0.5858778357505798,1.0347623825073242,0.671875
3,1.4173320531845093,0.6374045610427856,0.7716628909111023,0.7708333134651184
4,0.9302988648414612,0.7213740348815918,0.73861163854599,0.7864583134651184
5,0.6148160696029663,0.7843511700630188,0.6533682942390442,0.796875
6,0.5310338735580444,0.8282442688941956,0.4647645056247711,0.828125
7,0.5335047245025635,0.830152690410614,0.4040863513946533,0.8697916865348816
8,0.32787367701530457,0.864503800868988,0.32005438208580017,0.9114583134651184
9,0.33674678206443787,0.8893129825592041,0.35258984565734863,0.8854166865348816
10,0.3015047013759613,0.8988549709320068,0.2829880714416504,0.9166666865348816
11,0.38831189274787903,0.8454861044883728,0.3920481204986572,0.9010416865348816
12,0.2765425443649292,0.8950381875038147,0.2813684344291687,0.921875
13,0.22099608182907104,0.9253472089767456,0.3452880382537842,0.90625
14,0.26936376094818115,0.919847309589386,0.3264109194278717,0.9010416865348816
15,0.22540628910064697,0.9217557311058044,0.37830090522766113,0.875
16,0.23822934925556183,0.9201388955116272,0.3686417043209076,0.890625
17,0.3135095238685608,0.8912213444709778,0.3996756076812744,0.8697916865348816
18,0.2724555730819702,0.9007633328437805,0.33263516426086426,0.921875
19,0.1756325364112854,0.9332060813903809,0.42716479301452637,0.9270833134651184
20,0.22401247918605804,0.9312977194786072,0.23814789950847626,0.953125
21,0.12454348802566528,0.9522900581359863,0.29755017161369324,0.9427083134651184
22,0.11490549147129059,0.9580152630805969,0.27268490195274353,0.9583333134651184
23,0.13728557527065277,0.9408397078514099,0.3140634298324585,0.9322916865348816
24,0.2445754110813141,0.9217557311058044,0.24277599155902863,0.921875
25,0.19850198924541473,0.9293892979621887,0.24007999897003174,0.9583333134651184
26,0.14881989359855652,0.9389312863349915,0.3171975612640381,0.9427083134651184
27,0.15151318907737732,0.944656491279602,0.26201602816581726,0.9322916865348816
28,0.15423257648944855,0.9522900581359863,0.3008972108364105,0.9427083134651184
29,0.19069744646549225,0.9389312863349915,0.4135213792324066,0.9114583134651184
30,0.1767607182264328,0.9444444179534912,0.38919052481651306,0.921875
31,0.1088578924536705,0.9580152630805969,0.3142152726650238,0.9479166865348816
32,0.10315217077732086,0.9713740348815918,0.4238654673099518,0.921875
33,0.08980065584182739,0.9713740348815918,0.2975510358810425,0.96875
34,0.1458161324262619,0.9599236845970154,0.28079572319984436,0.9583333134651184
35,0.10651662945747375,0.9600694179534912,0.34437096118927,0.9583333134651184
36,0.08152464777231216,0.9656488299369812,0.26476630568504333,0.953125
37,0.07529480010271072,0.9675572514533997,0.2305442839860916,0.9635416865348816
38,0.0764576867222786,0.9732824563980103,0.28232964873313904,0.9427083134651184
39,0.14262954890727997,0.9599236845970154,0.27801039814949036,0.9583333134651184
40,0.1388765275478363,0.9541984796524048,0.4412108361721039,0.9427083134651184
41,0.1645791232585907,0.9522900581359863,0.2886478304862976,0.9375
42,0.10412018746137619,0.9618320465087891,0.2999563217163086,0.953125
43,0.0527147576212883,0.982824444770813,0.2534453570842743,0.9739583134651184
44,0.07622891664505005,0.9694656729698181,0.3128516674041748,0.953125
45,0.11792006343603134,0.9580152630805969,0.3785439431667328,0.953125
46,0.10916716605424881,0.9580152630805969,0.31181013584136963,0.9583333134651184
47,0.06492216140031815,0.9809160232543945,0.287484735250473,0.953125
48,0.06913857907056808,0.9751908183097839,0.41599202156066895,0.9166666865348816
49,0.13017432391643524,0.9675572514533997,0.336514949798584,0.9635416865348816
50,0.13407452404499054,0.9670138955116272,0.27260085940361023,0.953125
51,0.15455450117588043,0.9561068415641785,0.25282564759254456,0.9583333134651184
52,0.11011841893196106,0.9522900581359863,0.21856965124607086,0.9635416865348816
53,0.06239853799343109,0.9885495901107788,0.28615602850914,0.9479166865348816
